,Predicted Price,Price
82,217951.88426248234,232000
83,175925.43209339818,165000
84,157993.09184409596,170000
85,151725.41198935354,113000
86,168194.13464221545,160000
87,202489.28936011682,174000
88,203620.42227811448,190000
89,181061.9790301429,256000
90,146290.23748305903,163000
91,159986.2503618502,183500
92,146482.95686834605,117250
93,248963.88526823756,209500
94,135328.74041186157,122000
95,118224.56865342302,115000
96,173383.63567109156,175500
97,175289.9829878215,97500
98,279961.12614833855,269500
99,167240.9609838504,184500
100,276711.82954508526,339750
101,111128.72030781693,142500
102,208949.6886001462,175000
103,199841.5847535474,203000
104,175184.07480355876,138000
105,208261.2854024382,270000
106,4960.102441966723,12789
107,232706.9789839012,197000
108,156597.1884654413,135000
109,120872.27325999245,149900
110,118807.06366686829,131500
111,107474.88795075109,109500
112,137552.81228137988,135500
113,120872.27325999245,125000
114,292968.7358294216,350000
115,234348.55583997432,198600
116,156332.41800478438,146000
117,142106.86420467932,161000
118,127067.90203936491,98500
119,136334.86816235795,148000
120,80328.53567058721,108500
121,206037.21353291988,196000
122,173913.17659240542,149000
123,169676.84922189434,158000
124,148283.39600081329,125000
125,305518.85566456075,325000
126,195922.98193582462,184900
127,117165.48681079524,137000
128,186198.5259668876,159000
129,198994.31927944516,172500
130,235479.68875797198,254900
131,176931.55984389456,139500
132,112611.4348874958,116000
133,112929.15944028413,132000
134,148442.25827720744,143500
135,225577.27352940227,269500
136,290585.80168350914,306000
137,139194.38913745296,155000
138,152750.63672308848,136905
139,67619.55355905392,34900
140,75827.43783941917,117000
141,293180.55219794717,298236
142,160587.842358534,150909
143,119919.09960162744,136500
144,153155.17247690103,160500
145,261302.18873485114,275000
146,300117.53826715914,310000
147,150049.97802438764,189900
148,237386.036074702,225000
149,269192.3484624281,230500
150,139618.02187450405,157000
151,296516.6600022247,309000
152,160356.9290067699,134900
153,187893.05691509205,188000
154,227907.2535831834,189000
155,229741.54982454347,162500
156,202277.47299159126,162000
157,201502.25859285897,240000
158,149149.75845815404,128500
159,253306.12082301144,255000
160,126697.2233944452,142000
161,258972.20868107007,279000
162,118860.01775899966,124000
163,119760.23732523329,132000
164,122672.71239245965,85000
165,246547.09401343222,262500
166,167982.3182736899,150000
167,226583.40127989865,217000
168,123308.16149803632,93000
169,157179.6834788866,160000
170,233380.622055955,191000
171,278565.22276968387,350000
172,109963.73028092636,105000
173,180055.8512796465,147000
174,119442.51277244496,142000
175,254894.74358695315,161000
176,220970.26751397148,270000
177,65077.75713674724,86900
178,171053.65561731043,128900
179,76005.39709905186,85000
180,166234.83323335403,173000
181,150030.8810411491,143250
182,151373.83032767236,137000
183,184927.62775573425,173000
184,188104.8732836176,200000
185,347015.766912331,418000
186,188952.13875771983,200825
187,314978.5411728408,313000
188,154921.75450047542,180000
189,187045.79144098982,163000
190,124896.784261978,154000
191,-6689.797826938797,45000
192,266226.9193030703,310013
193,194671.1807079098,139000
194,106998.3011215686,109000
195,264320.57198634034,257000
196,146290.23748305903,152000
197,245786.63974035427,270000
198,198041.14562108013,174000
199,105746.49989365379,150000
200,212021.02594376676,191000
201,296304.8436336991,402000
202,252670.67171743477,262000
203,164910.98093006935,185000
204,116847.7622580069,148500
205,197371.83940661064,184500
206,160992.37811234657,185000
207,119567.51793994626,94550
208,99603.8252064127,128000
209,264021.9444167905,279900
210,195730.2625505376,223000
211,175448.84526421572,135000
212,118383.43092981717,145500
213,121613.6305498319,123000
214,203654.27938700735,220000
215,186410.34233541315,140000
216,79693.08656501054,119000
217,118065.70637702884,124000
218,202754.05982077372,176000
219,143835.25226177662,127500
220,168300.04282647825,174190
221,173932.27357564395,135000
222,123414.0696822991,152000
223,216469.16968280345,214000
224,113352.79217733524,109500
225,215111.4602706259,117500
226,262751.04620563716,320000
227,125161.55472263493,114000
228,221340.9461588912,213250
229,221023.2216061029,216000
230,52229.00973205833,91000
231,256377.458166632,307000
232,211862.1636673726,241500
233,176931.55984389456,185750
234,109540.09754387525,98000
235,150348.60559393745,111000
236,284866.75973331917,263550
237,211510.58200569142,193500
238,239220.33231606206,205000
239,195922.98193582462,155000
240,149626.34528733653,213000
241,204766.31532176654,192000
242,270886.87941063254,269500
243,162475.09269202547,113000
244,130298.10165937964,159000
245,111870.07759765635,138500
246,263579.21469650086,221300
247,104456.50469926195,129500
248,130986.50485708768,155000
249,126432.45293378827,138000
250,104369.6934982377,83000
251,211616.49018995417,277000
252,215198.2714716501,218836
253,215463.04193230707,175900
254,211385.57683819009,169985
255,106362.85201599193,119000
256,135116.924043336,107500
257,168405.951010741,143000
258,102906.07590179733,130000
259,192904.59868433548,176400
260,75086.08054957972,82500
261,168829.58374779212,162000
262,253484.08008264418,225000
263,342249.898620506,412500
264,177778.8253179968,149500
265,94308.41599327384,103000
266,210697.17364048207,160000
267,119495.46686457633,138500
268,81917.15843452886,123600
269,81652.38797387193,105000
270,116106.40496816745,129500
271,117006.62453440105,133500
272,169729.80331402575,192350
273,114358.91992783162,127000
274,50269.708323196945,93500
275,88960.05268800358,100000
276,219805.2774870809,172000
277,254524.06494203338,278000
278,245892.547924617,225000
279,244409.83334493812,244600
280,112789.3941471285,133000
281,260296.06098435476,212000
282,118860.01775899966,129500
283,203177.69255782483,184000
284,174336.80932945653,182900
285,253907.71281969524,268000
286,198464.77835813124,167240
287,158344.67350577714,148000
288,124790.87607771522,137500
289,176825.6516596318,113000
290,111552.35304486804,125500
291,316321.490459364,334000
292,254577.01903416478,256000
293,224200.46713398618,260000
294,110069.63846518914,130000
295,184927.62775573425,224000
296,323205.5224364446,342000
297,163851.89908744156,105000
298,186641.25568717724,169000
299,157728.321383439,165000
300,136209.86299485664,105900
301,255106.55995547865,336820
302,87318.47583193053,90500
303,184556.94911081454,183000
304,183391.959083924,167900
305,111817.12350552497,130000
306,214634.87344144337,274970
307,224518.19168677455,219500
308,102550.15738253194,118900
309,179420.40217406984,176000
310,290162.168946458,316000
311,290884.4292530589,320000
312,264744.20472339145,230000
313,109540.09754387525,129000
314,71644.06456103944,55000
315,102728.11664216465,122000
316,167452.77735237603,112000
317,111128.72030781693,128200
318,145072.2933640371,118858
319,206619.70854636515,229800
320,189746.45013969066,248500
321,111393.49076847386,78000
322,174601.5797901135,138500
323,220811.40523757733,240000
324,99233.14656149299,40000
325,122990.43694524799,119900
326,111552.35304486804,131000
327,118860.01775899966,134900
328,71008.6154554628,91900
329,234208.79054681864,190000
330,183286.05089966126,182000
331,282041.095867117,300000
332,275970.47225524584,250000
333,161627.82721792324,125000
334,214827.5928267304,234000
335,101563.12661527409,89000
336,120978.18144425523,95000
337,173595.4520396171,159500
338,162898.72542907658,173733
339,113299.83808520387,137000
340,153155.17247690103,136000
341,80328.53567058721,129000
342,250340.6916636537,235128
343,202065.6566230657,200141
344,195942.07891906315,207000
345,176243.15664618654,173500
346,33589.16930180951,78500
347,212021.02594376676,203000
348,230203.37652807165,243500
349,247004.5838593762,230000
350,134587.38312202212,141500
351,169994.57377468265,213000
352,246686.85930658784,225000
353,345196.23079662526,465000
354,203548.3712027446,140000
355,241675.31753734447,235000
356,118860.01775899966,127000
357,177619.96304160263,165000
358,180479.48401669762,172500
359,250870.23258496757,294900
360,100292.22840412077,108000
361,195922.98193582462,151000
362,177249.28439668292,150000
363,133051.71445021185,160000
364,110599.17938650303,142000
365,281107.01919199055,325624
366,257383.58591712837,274900
367,154656.98403981846,135900
368,229726.78969888913,220000
369,131727.86214692713,140000
370,187575.33236230374,181000
371,116794.8081658755,124900
372,149944.06984012487,139500
373,117800.9359163719,94000
374,386307.7032738214,584500
375,127332.67250002187,179000
376,148726.12572110293,117000
377,214351.00599754788,205000
378,167982.3182736899,137000
379,165459.61883462174,172500
380,206619.70854636515,194201
381,110705.08757076581,91300
382,117872.98699174181,107000
383,109453.286342851,108000
384,87318.47583193053,88000
385,192076.43019347178,136300
386,153419.942937558,123900
387,11333.690480971913,81500
388,210750.12773261347,214000
389,89648.45588571162,123000
390,210644.21954835067,222000
391,85994.62352864581,128000
392,158556.4898743027,113500
393,199629.76838502183,175900
394,105939.21927894081,131900
395,155908.78526773327,113500
396,115384.14466156653,168000
397,220493.68068478897,213000
398,176647.69239999913,120000
399,130774.68848856213,179900
400,170206.3901432082,163000
401,79904.9029335361,135750
402,184503.99501868314,173000
403,140888.9200856574,91500
404,105303.77017336414,109500
405,109540.09754387525,105000
406,169941.61968255125,177000
407,150348.60559393745,96000
408,332824.0702211188,468000
409,237544.89835109614,213000
410,130721.73439643075,167500
411,71220.43182398836,100000
412,57028.73513277617,68500
413,75244.9428259739,115000
414,195922.98193582462,163500
415,262149.45420895336,285000
416,154637.88705657993,109500
417,309119.7339294952,370000
418,120819.31916786107,67000
419,257614.49926889245,315000
420,257224.7236407342,372402
421,107580.79613501386,107500
422,164593.25637728104,180000
423,140253.47098008072,174000
424,223353.20165988395,185000
425,176666.78938323766,128000
426,132416.2653446352,104000
427,156120.60163625883,79000
428,289931.25559469394,323262
429,207856.7496486256,210000
430,40949.788108072535,67000
431,391213.336858802,438780
432,118860.01775899966,150500
433,212126.93412802956,213490
434,356865.2280487693,150000
435,121613.6305498319,146000
436,76939.47377417833,79000
437,233096.7546120595,335000
438,236379.9083242056,205000
439,262327.41346858605,185000
440,155364.48422076507,142900
441,292896.6847540517,360000
442,155908.78526773327,108000
443,227430.66675400088,191000
444,204289.72849258402,207000
445,144436.84425846042,158000
446,260421.0661518561,341000
447,116212.31315243023,146000
448,162157.3681392371,148000
449,168935.49193205487,156500
450,196346.61467287573,206000
451,208208.3313103068,188500
452,283629.71863105864,277500
453,204183.82030832127,177439
454,155292.43314539513,177625
455,155292.43314539513,145000
456,187045.79144098982,222000
457,212126.93412802956,249000
458,135381.69450399297,130000
459,128815.38707970077,149350
460,205136.99396668625,184500
461,112770.29716388998,133500
462,155908.78526773327,105500
463,256377.458166632,245350
464,178784.95306849317,166000
465,217581.20561756258,199500
466,164487.34819301823,158500
467,291096.2456215845,367294
468,191070.30244297534,204000
469,158768.30624282826,165000
470,100537.90188153918,90350
471,189799.40423182206,178000
472,231262.45837069943,200624
473,236062.18377141724,220000
474,302746.14589049,377426
475,187522.37827017234,127500
476,159774.43399332464,174900
477,203124.7384656935,198000
478,154849.7034251055,140000
479,220705.49705331452,108000
480,149766.11058049215,157500
481,253835.66174432536,248900
482,122691.80937569821,80000
483,98015.20244247105,106250
484,138010.30212732387,84500
485,118860.01775899966,145000
486,232567.2136907456,226750
487,75244.9428259739,130000
488,223459.10984414676,188000
489,142583.45103386184,135000
490,244303.92516067537,201000
491,163322.3581661277,162500
492,205579.7236869759,195000
493,128074.02978986132,117000
494,201959.7484388029,230000
495,244905.51715735917,279500
496,112081.8939661819,147000
497,232673.1218750084,214900
498,146184.32929879625,119000
499,169835.7114982885,127000
500,210591.26545621926,145000
501,274222.98721491,237000
502,279041.8095988664,345474
503,238021.48518027866,237000
504,211067.85228540178,181000
505,142987.9867876744,140000
506,213927.37326049677,184000
507,143888.206353908,108500
508,126803.13157870798,132500
509,121878.40101048883,147900
510,124684.96789345244,146000
511,126273.59065739409,128000
512,285978.7956680783,344133
