,Predicted Price,Price
81,115557.93841403293,124000
82,105204.99608658745,112000
83,174167.2734823979,173900
84,338016.341185716,337500
85,163528.60397324618,162500
86,114388.89164734574,133500
87,132064.95161420247,163500
88,126051.62474393088,120000
89,126512.65178089865,137500
90,134608.2676375285,133500
91,199900.0005321255,215700
92,217761.72848260394,244000
93,220637.60136574536,185850
94,205378.90814058445,166000
95,153299.0861461141,147110
96,120526.27796860467,135900
97,62882.79862045852,93900
98,227949.18288716816,217000
99,155815.0512523394,148800
100,137463.5968547372,139000
101,76699.22512715505,118000
102,146314.86090783117,97500
103,173277.10753660646,153000
104,233562.52954617437,225000
105,127755.90219508944,119000
106,296427.338486563,320000
107,322714.09806636,345474
108,164225.21537000878,149900
109,98319.2856814915,91300
110,129469.15067874047,140000
111,157771.67121237246,179000
112,121179.56394087477,105900
113,128531.25944328305,139500
114,41704.56932517828,64500
115,205852.17928529385,215000
116,196102.72614876193,193000
117,110687.50568273474,111000
118,172012.23093366675,189900
119,200447.92964206077,231500
120,329900.71068145,359900
121,148853.16549314634,156500
122,267639.48814249435,392500
123,239980.44322145559,209200
124,130588.98057951819,122250
125,342831.3500875932,430000
126,104560.49584084896,128950
127,204156.7952379046,187500
128,143776.62362464264,125200
129,140110.9292818959,127500
130,131090.49322280358,129500
131,238434.54027975886,240000
132,220374.62189107126,257076
133,151424.0353828326,144000
134,73155.1894007013,85000
135,211165.1323139284,135000
136,106903.76750632518,84900
137,289883.8081309738,270000
138,138858.10779687937,127000
139,272132.02403116156,340000
140,129915.6487373443,137000
141,132068.41142449903,137000
142,265240.0279228433,230000
143,375733.4841663229,582933
144,142568.1242500511,143000
145,127479.93420522088,112500
146,38654.394833386235,61500
147,255259.46529260924,197000
148,89229.8227503944,110000
149,258877.0680815518,232698
150,119481.57571306065,122000
151,156873.65649834467,142900
152,137769.5988998074,127000
153,118103.7602801864,137500
154,97167.21953887992,90000
155,117385.8843815327,88000
156,65353.809015868654,92900
157,239021.70362642157,255000
158,158928.8578775722,144152
159,97125.17891921023,119000
160,224141.68033565115,180000
161,185085.85210619034,179200
162,145422.2106414537,140000
163,339790.02040625457,392000
164,158968.67429120967,156500
165,142290.4033149028,149900
166,80247.44367014094,90000
167,168387.29241733553,149000
168,184558.33058714445,187500
169,208653.18389405764,189500
170,85754.00327163332,115000
171,194399.2884107401,184500
172,181233.3746033266,174000
173,284337.81279259163,290000
174,159823.49535467225,143500
175,239683.7884904998,235128
176,213014.66341666805,222000
177,212628.24146034743,181000
178,148586.2280187286,132000
179,246015.5457526405,290000
180,218769.52967927212,260000
181,147574.99688117678,132000
182,204716.775237553,211000
183,208627.72763386578,190000
184,95145.65155664958,66500
185,120574.94081729988,127000
186,129107.72675812084,120000
187,119929.10102319384,153000
188,252468.07410095568,260000
189,200649.9805156032,215000
190,314320.8968046006,260000
191,103801.64801026657,105000
192,262071.26471916758,328900
193,115083.6637932282,91500
194,264899.71634483984,252000
195,168745.59639273662,155000
196,134156.13785115763,142000
197,161511.10527712712,156000
198,178930.20718543834,176432
199,151892.54182229767,128500
200,126654.88598317982,126000
201,193664.5305000792,156000
202,243396.00378601134,214000
203,230670.06582042502,245000
204,79368.28196398856,78000
205,127701.09765762332,149000
206,212880.18808880728,196500
207,279356.99662207766,360000
208,177648.55458310322,163990
209,180113.46795446135,170000
210,264067.32977136306,260000
211,219206.48565782158,224500
212,240593.9617514731,225000
213,168308.36194613687,148000
214,96047.28556677754,120500
215,149322.98784059394,126000
216,156247.36849266844,140000
217,127119.75278623028,148000
218,109139.41021501346,96000
219,207263.67581202654,185000
220,188138.81700637165,158000
221,116425.05334176846,108000
222,180751.22462503746,167000
223,267759.2272076926,266000
224,126514.215286983,159434
225,27583.470441330806,45000
226,144552.96595914086,149900
227,95453.04052975611,108000
228,158234.7052362766,155000
229,173352.5574969487,169900
230,70476.8183580892,125000
231,119312.67361267525,85000
232,150885.8291856663,128000
233,124204.75853824629,148000
234,147136.68941924273,165000
235,129886.3734743323,129800
236,154351.3419555232,149900
237,232841.93931758695,241500
238,236063.9567166161,209500
239,132538.49750929966,134900
240,100420.26663131638,116000
241,123347.5269149096,105000
242,216759.24239812765,222000
243,129059.06444884089,139000
244,198133.0790429716,152000
245,219817.51172087318,212000
246,223356.46526433722,211000
247,101731.0870186287,116000
248,250631.7500262303,250000
249,220410.57090154305,216500
250,125053.4409210048,97000
251,84161.32122599133,90000
252,140594.0067092172,112000
253,138702.04300832254,128000
254,227593.78939214107,226000
255,204133.81550373117,201490
256,100271.20083042997,79000
257,131847.07256940618,127500
258,77169.89276162564,88750
259,177270.60902118144,157000
260,252345.75113319574,211000
261,121254.09629615209,114000
262,125228.05893741071,128200
263,121317.75150984588,99500
264,159365.90315253343,157500
265,103725.55811691142,95000
266,174751.36495945093,162000
267,185437.09767396745,172500
268,167769.18732960633,129500
269,174365.55143336282,158000
270,160362.5080462793,147900
271,125493.570914546,129500
272,313501.9961099023,316500
273,415317.2782981712,538000
274,361496.18652405136,501837
275,133777.17649668426,127500
276,284360.463516499,285000
277,154776.47391140883,145000
278,131993.13154441156,155000
279,131916.8298622439,148000
280,73026.28756625776,103200
281,261763.35303840484,264561
282,125728.91708697559,90000
283,201776.48883969954,191000
284,184722.29949531806,248500
285,363819.52375254454,412500
286,294353.70367469895,280000
287,175877.60855783403,162000
288,240509.99203163452,278000
289,208695.42996069774,221000
290,266272.5928671792,230000
291,146767.56816039365,152400
292,295344.8056644613,269500
293,213894.4232566188,198600
294,218248.58947541929,200000
295,144546.1351506806,181000
296,237128.2795183428,250000
297,238236.78589067,210000
298,70614.47152611137,68000
299,272860.2822813066,259000
300,214124.04385465107,205000
301,59447.94298403365,76000
302,266603.9478992114,235000
303,167564.87065643657,177000
304,189127.0221527226,189500
305,43914.65098324267,64500
306,138090.41847735725,130000
307,155311.33700357756,146300
308,269513.5994735401,271900
309,209718.67947710026,244400
310,119101.79278673488,138000
311,214626.01404453404,187750
312,271708.2216764922,260261
313,230595.86324900808,212900
314,308049.662303666,315000
315,174234.38246327202,167500
316,120072.51083304241,140000
317,247043.02756471786,261329
318,313232.2250740681,320000
319,188831.69912921582,238000
320,75863.29606884705,106250
321,193580.10668282295,191000
322,165452.48716018646,159000
323,278274.1322707582,275500
324,104231.47002365721,128000
325,260801.67439584684,245700
326,173282.0041669843,155000
327,129488.89772059978,138887
328,249220.57882707327,236500
329,60149.96116970551,34900
330,246664.38207074295,220000
331,198451.73148616464,187100
332,185506.34509664588,181000
333,214590.07365981172,192000
334,271410.4071768533,300000
335,270024.8029844693,245000
336,108196.15494286233,126000
337,112038.24709692033,122000
338,141430.29093565262,110000
339,151675.8618698755,103500
340,144224.22433170525,140500
341,107776.84744989444,97000
342,75892.10135220904,87500
343,200513.13082670153,210400
344,112414.62613616257,62383
345,169999.74006421686,161500
346,108196.95402664121,109500
347,149618.8284231685,165000
348,111935.39590200719,122900
349,300917.4087472233,330000
350,154261.14059615848,154000
351,167486.9294611946,160000
352,205818.18753649123,182000
353,84083.94716549572,98500
354,238361.52891611587,209000
355,119429.8498055076,119900
356,212243.95782579537,181000
357,239442.6382027745,215000
358,192379.04075247527,169000
359,164482.9220130807,210000
360,144819.22817102176,161500
361,140738.80920434638,139000
362,120133.29168685971,139600
363,64209.509128437596,87550
364,182854.27719090367,141000
365,223193.0575917191,200000
366,60808.49583747928,79400
367,135469.0758805497,109500
368,136163.12051590343,136000
369,175476.34990679802,203000
370,132340.89436086477,134800
371,168957.54291327155,159000
372,141607.54352752448,132000
373,187628.25226364203,215000
374,176228.46971395696,163000
375,298590.34750902036,334000
376,162454.04536310743,170000
377,280793.18832252664,271000
378,131626.79893622693,150000
379,95117.34836836573,64000
380,141457.02782801338,159000
381,234109.49081175664,192100
382,126927.63511256667,111000
383,158261.9856393591,144100
384,188638.8267213658,167240
385,235727.78078610098,207000
386,250978.43931084906,260000
387,228406.0464050363,200624
388,138520.55126416875,135000
389,40802.725509629876,37900
390,228891.65947859746,225000
391,190632.02479604632,182900
392,134942.1985019818,137000
393,98991.27529440809,112000
394,164957.9811493742,113000
395,131365.90597982303,91500
396,107782.18966697507,123000
397,274539.20261551795,263000
398,105301.55172137925,112500
399,88667.04155182642,118000
400,132268.1904516222,157000
401,205741.1565111819,188000
402,180825.97005909233,175900
403,73586.24329758817,100000
404,129340.33271375505,135000
405,199615.20863837193,185900
406,248874.86654162884,260400
407,94557.23945204918,127500
408,210814.10795658905,184000
409,142899.58392983075,150000
410,188779.9824579512,175500
411,157771.67105418473,179000
412,37995.17833725666,82375
413,121935.42414461137,119000
414,75071.05367877851,83000
415,158230.08505628025,146500
416,179776.36928958326,165000
417,199422.9770372522,174500
418,234847.87189842004,238500
419,102409.34437116764,112500
420,312801.3950079245,372402
421,135979.61101811603,142000
422,266098.8217207374,203000
423,199110.69162425,173000
424,99073.75750855802,119000
425,77330.88906099462,135000
426,145069.20794362802,146000
427,130276.57755435932,127000
428,180646.04290336513,165000
429,245657.05262185953,227000
430,47510.788709892484,12789
431,103233.25289528964,101000
432,248159.5806087174,250000
433,184684.07810589924,170000
434,175338.7392243145,185750
435,139738.82735329948,127000
436,188636.64961316856,155000
437,102851.17616725917,125500
438,214958.07367825625,224000
439,298966.8492020988,291000
440,151223.75997368604,140000
441,127062.39309710306,145000
442,127493.31542908799,121000
443,256063.49754002853,287090
444,164067.00955394428,155000
445,204520.16563374936,184000
446,187942.50811791795,179400
447,100782.10437901865,119000
448,163894.5090293032,160000
449,160362.92498403983,117500
450,241015.74201207602,207000
451,289472.7418745119,277500
452,353777.94578662945,465000
453,117131.04193082031,122500
454,197586.38978554652,176485
455,132814.50784860147,149500
456,131351.46121535994,130000
457,284887.8276901481,310090
458,118097.1428518745,89500
459,123064.64631474929,125000
460,317184.9360227196,323262
461,171055.56664614766,146000
462,146617.82606638645,146500
463,172545.36012570042,154204
464,177043.90239421604,141000
465,212264.59541434416,213500
466,363849.4848727491,415000
467,126030.71719899215,113000
468,170123.72626376778,146500
469,112486.5601785446,125500
470,144152.77049525228,158500
471,370874.61755095853,468000
472,182087.34562442655,183000
473,87995.60753540894,107900
474,158616.9235087621,149900
475,161077.05590474643,150000
476,184560.81514091077,172400
477,158371.93919431212,135000
478,79899.35529795485,120000
479,246388.27993644826,256900
480,313580.4647279454,312500
481,138735.0539168833,144000
482,150218.48036924802,135000
483,343591.03183096345,425000
484,170036.26351265202,167000
485,322055.1352821195,314813
486,223819.175012592,219500
487,119513.94504076749,110000
488,103258.88013102261,109500
489,154997.15841969554,139000
490,231069.3585908541,216837
491,267921.1113516365,290000
492,218125.47248085085,213000
493,215272.09655846417,194201
494,210011.7891246709,200000
495,153144.49089458125,157500
496,159396.27182178153,143000
497,143110.64241888106,132000
498,194607.45766518716,167300
499,219534.13232027425,246990
500,284079.02039242926,295000
501,155453.34307964906,145500
502,219492.0465758089,311500
503,363978.61877455533,334000
504,129989.00976272915,136000
505,173633.02971054337,165250
506,113802.409463127,130000
507,223876.36453865215,225000
508,117564.0980056664,122000
509,148711.43913940483,136000
510,186572.5656311842,200825
511,206676.37734628405,159895
512,89633.13088919291,117000
